INCIDENTDATE,INCIDENTHOUR,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTHIERARCHYDESC,OFFENSES,X,Y
2022-09-14,15,"Penn Ave & Cecil Way Pittsburgh, PA 15222",Central Business District,RUNAWAYS - JUVENILE,029 Missing Juvenile / 9498 302 (Mental),-80.0030996385366,40.4424974234018
2022-09-14,21,"West End Brg Pittsburgh, PA 15233",Chateau,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,,
2022-09-16,8,"Mifflin Rd & Hillburn St Pittsburgh, PA 15207",Hays,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",-79.9304740426669,40.3832861604418
2022-09-24,7,"1900 Block Baldauf St Pittsburgh, PA 15203",South Side Slopes,99,"1333 Lost, Stolen, Damaged or Illegible Registration Plate.",-79.9807107567371,40.4229997354876
2022-09-24,3,"60 Block E Amanda Ave Pittsburgh, PA 15210",Knoxville,BURGLARY,3502 Burglary.,-79.9881209501604,40.4193834289459
2022-09-24,6,"60 Block Beltzhoover Ave Pittsburgh, PA 15211",Mount Washington,CRIM MISCHIEF,3304 Criminal Mischief. / 907 Possessing Instruments of Crime.,-79.9976629107085,40.4238219691255
2022-09-24,16,"500 Block Market St Pittsburgh, PA 15222",Central Business District,PUBLIC DRUNKENESS,5505 Public Drunkenness,-80.0020864900599,40.4414118012609
2022-09-24,21,"Stockton St & Sandusky Ave Pittsburgh, PA 15212",Bluff,FOUND PROPERTY,9489 Found Property,-80.0028859231106,40.4504914375154
2022-09-25,1,"4800 Block Kennywood Blvd West Mifflin, PA 15122",Outside State,99,8106 Shots Fired,-79.8650338757633,40.3854403197204
2022-09-25,9,"2200 Block Tilbury Ave Pittsburgh, PA 15217",Squirrel Hill South,THEFT FROM AUTO,3934 Theft from Vehicle,-79.9181656462545,40.4318802532357
2022-09-16,19,"20 Block Market  Sq Pittsburgh, PA 15222",Central Business District,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.0020026636299,40.4409453621515
2022-09-18,2,"Terrace St & Darragh St Pittsburgh, PA 15213",Central Business District,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9628399867637,40.4419676348477
2022-09-18,8,"Dilworth St & Natchez St Pittsburgh, PA 15211",Mount Washington,FOUND PROPERTY,9489 Found Property,-80.0131078688087,40.4254619406127
2022-09-18,8,"Percy Way & Davison St Pittsburgh, PA 15201",Central Lawrenceville,THEFT FROM AUTO,3934 Theft from Vehicle,-79.9581536851908,40.4698040675867
2022-09-19,20,"1000 Block Pemberton St Pittsburgh, PA 15212",Brighton Heights,99,9999 9999 - (Misc. Incident): ,-80.0293983658477,40.4826273523674
2022-09-20,13,"300 Block Le Roi Rd Pittsburgh, PA 15208",Point Breeze,99,9993 PFA Service with Weapons Supplement,-79.9041392392029,40.4481294522114
2022-09-12,21,"2200 Block Broadway Ave Pittsburgh, PA 15216",Beechview,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,-80.0306829529993,40.4037896908084
2022-09-21,0,"7200 Block Kelly St Pittsburgh, PA 15208",Homewood South,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,-79.8969956274934,40.4555186499156
2022-09-14,18,"600 Block E Warrington Ave Pittsburgh, PA 15210",Allentown,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9972070893429,40.4215599781998
2022-09-19,17,"7200 Block Susquehanna St Pittsburgh, PA 15208",Homewood South,ACCIDENTAL FIRE,9018 Accidental Fire,,
2022-09-19,19,"800 Block Southern Ave Pittsburgh, PA 15211",Mount Washington,FOUND PROPERTY,9489 Found Property,-80.0136135233802,40.4188054421626
2022-09-19,13,"300 Block N Braddock Ave Pittsburgh, PA 15208",Point Breeze North,MENTAL 201/302,9498 302 (Mental),-79.8928013971768,40.4496546331193
2022-09-20,16,"Grant St & Blvd Of The Allies Pittsburgh, PA 15219",Central Business District,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9983661522927,40.4370717537066
2022-09-20,17,"200 Block Virginia Ave Pittsburgh, PA 15211",Mount Washington,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 1786 Required Financial Responsibility.,-80.0095844973202,40.430810037157
2022-09-14,20,"2200 Block Vodeli St Pittsburgh, PA 15216",Beechview,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-80.0282979068314,40.4038002479089
2022-09-16,0,"400 Block Maple View Ct Pittsburgh, PA 15216",Banksville,99,9999 9999 - (Misc. Incident): ,-80.0370376618144,40.4161352269272
2022-09-16,21,"2900 Block Shadeland Ave Pittsburgh, PA 15212",Marshall-Shadeland,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-80.0304048905528,40.4707029348676
2022-09-18,13,"2800 Block Kenilworth St Pittsburgh, PA 15226",Brookline,99,9998 Overdose Other,-80.0265703941774,40.3962025524721
2022-09-18,14,"1000 Block Rue Grande Vue St Pittsburgh, PA 15220",Elliott,THEFT,3921 Theft by Unlawful Taking or Disposition.,-80.0353687083097,40.4476683511892
2022-09-18,19,"300 Block North Shore Dr Pittsburgh, PA 15212",North Shore,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,-80.0096363483307,40.4549103553127
2022-09-14,23,"Bennett St & N Homewood Ave Pittsburgh, PA 15208",Homewood South,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3925 Receiving Stolen Property. / 5121 Escape.,-79.8966632728295,40.4564719130633
2022-09-18,15,"100 Block W Meyers St Pittsburgh, PA 15210",Carrick,99,5534(a)(1) Aggrevated Cruelty to Animals - Intentionally or Knowlingly tortured an animal,-79.9906333494888,40.400062650291
2022-09-19,14,"1100 Block Oglethorpe Ave Pittsburgh, PA 15201",Stanton Heights,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.9387277799669,40.4850018760632
2022-09-17,2,"7200 Block Race St Pittsburgh, PA 15208",Homewood North,FALSE RPT LAW ENFORCE AUTH,4906 False Reports to Law Enforcement Authorities. / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,-79.8957066026393,40.4588367492801
2022-09-19,0,"Brushton Ave & Monticello St Pittsburgh, PA 15208",Homewood North,ROBBERY,3701 Robbery.,-79.8883777263182,40.457917388693
2022-10-05,0,"7900 Block Frankstown Ave Pittsburgh, PA 15221",East Hills,DISORDERLY CONDUCT,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 627.02(b)(i) Possessing a small amount of marijuana,-79.8859093825126,40.4550804207096
2022-10-05,12,"1100 Block Mary Ann St Pittsburgh, PA 15203",South Side Flats,THEFT FROM AUTO,3934 Theft from Vehicle,-79.9873802698788,40.4261503198274
2022-09-18,9,"200 Block Reifert St Pittsburgh, PA 15210",Knoxville,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9921143140098,40.4081378138273
2022-09-18,10,"2400 Block E Carson St Pittsburgh, PA 15203",South Side Flats,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.9708606865107,40.4278826988199
2022-09-19,15,"600 Block Stanwix St Pittsburgh, PA 15222",Central Business District,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,,
2022-09-19,18,"200 Block Meredith St Pittsburgh, PA 15210",Carrick,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",-79.9851798010977,40.3973098477573
2022-09-19,17,"1400 Block Leolyn St Pittsburgh, PA 15210",Carrick,99,9999 9999 - (Misc. Incident): ,,
2022-09-20,13,"4600 Block Baum Blvd Pittsburgh, PA 15213",North Oakland,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-79.9533009566207,40.4539944518384
2022-09-10,1,"Roland St & S 15th Ter Pittsburgh, PA 15203",South Side Flats,OBST ADM LAW /OTHR GOVT FUNCTN,5101 Obstructing Admin. of Law  / 3308 One-Way Roadways and Rotary Traffic Islands. / 3736 Reckless Driving / 3714 Careless Driving,-79.9834385131345,40.4285634613338
2022-09-21,3,"26th St & Liberty Ave Pittsburgh, PA 15222",Strip District,DUI - GENERAL IMPAIRMENT,3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3111 Obedience to Traffic-Control Devices. / 3802(a)(1) DUI - General Impairment,-79.9777646862335,40.4543503129989
2022-09-21,2,"200 Block Lothrop St Pittsburgh, PA 15213",West Oakland,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,-79.9609286975283,40.4422470230786
2022-09-20,13,"1800 Block Murray Ave Pittsburgh, PA 15217",Squirrel Hill South,THEFT BY DECEPTION,3922 Theft by Deception.,-79.9231790535923,40.4367183093438
2022-09-18,20,"500 Block Southern Ave Pittsburgh, PA 15211",Mount Washington,LOST PROPERTY,9504 Lost Property,-80.01134926681,40.4236063837975
2022-09-20,12,"300 Block 5th Ave Pittsburgh, PA 15222",Central Business District,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,-80.0002903704474,40.4405261905044
2022-09-20,15,"100 Block Overbrook Blvd Pittsburgh, PA 15210",Carrick,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503 Disorderly Conduct.,-79.9862223231758,40.3888675224929
2022-09-21,1,"1200 Block 2nd Ave Pittsburgh, PA 15219",Bluff,SIMPLE ASSAULT,2701 Simple Assault.,,
2022-09-21,3,"Frankstown Ave & East Liberty Blvd Pittsburgh, PA 15206",Larimer,99,9999 9999 - (Misc. Incident): ,-79.9158059461369,40.4608138066627
2022-09-20,12,"600 Block Edmond St Pittsburgh, PA 15224",Bloomfield,RUNAWAYS - JUVENILE,029 Missing Juvenile,-79.9492308192681,40.4598589025089
2022-09-20,15,"1200 Block Woodland Ave Pittsburgh, PA 15212",Marshall-Shadeland,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,-80.0275103365149,40.4697396230738
2022-09-16,22,"300 Block North Shore Dr S Pittsburgh, PA 15212",North Shore,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.0096363483307,40.4549103553127
2022-09-18,17,"300 Block N.Shore Dr Pittsburgh, PA 15212",North Shore,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,-80.0096363483307,40.4549103553127
2022-09-21,7,"300 Block Grace St Pittsburgh, PA 15211",Mount Washington,THEFT FROM AUTO,3934 Theft from Vehicle,-80.0107558305239,40.4308933436428
2022-09-20,22,"1500 Block Crucible St Pittsburgh, PA 15204",Crafton Heights,HARRASSMENT,2709(a) Harassment.,,
2022-09-23,6,"1400 Block Hass St Pittsburgh, PA 15204",Chartiers City,AIDED CASE,9497 Aided Case,-79.9093981645945,40.4009511277247
2022-09-26,0,"Parkview Ave & Frazier St Pittsburgh, PA 15213",South Oakland,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,-79.953777980773,40.4294535886873
2022-09-26,4,"1100 Block Liberty Ave Pittsburgh, PA 15222",Central Business District,99,9998 Overdose Other,-79.9923774443368,40.4441629445093
2022-09-26,14,"2000 Block Arlington Ave Pittsburgh, PA 15210",South Side Slopes,99,9994 PFA Service,-79.9782721621387,40.4177961243123
2022-09-26,18,"1600 Block Brownsville Rd Pittsburgh, PA 15210",Carrick,99,9994 PFA Service,-79.9890669688938,40.3998045691587
2022-09-27,1,"Centre Ave & Reed St Pittsburgh, PA 15219",Middle Hill,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,-79.9708761697584,40.4454132994184
2022-09-27,13,"100 Block Rhine Pl Pittsburgh, PA 15212",Spring Hill-City View,99,9994 PFA Service,-79.992041845149,40.4653596489546
2022-09-21,23,"2900 Block N Charles St Pittsburgh, PA 15214",Perry South,BURGLARY,3502 Burglary.,-80.0111836603721,40.4705076955718
2022-09-22,16,"700 Block Hazelwood Ave Pittsburgh, PA 15207",Hazelwood,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.9330729845972,40.4197989425339
2022-09-22,16,"300 Block Halket St Pittsburgh, PA 15213",South Oakland,99,9999 9999 - (Misc. Incident): Domestic Report-Out of City,-79.960823450374,40.4369746546783
2022-09-17,0,"100 Block Tecumseh St Pittsburgh, PA 15207",Hazelwood,THEFT,3921 Theft by Unlawful Taking or Disposition.,,
2022-09-16,2,"300 Block Carnegie Pl Pittsburgh, PA 15208",Homewood West,CRIMINAL TRESPASS,3503 Criminal Trespass,-79.8995740165107,40.4464063356833
2022-09-22,16,"Western Ave & Fulton St Pittsburgh, PA 15233",Manchester,TERRORISTIC THREATS,2709 Harassment (Non-Specific) / 2706 Terroristic Threats. / 3304 Criminal Mischief. / 5507 Obstructing Highways and Passages. / 1786 Required Financial Responsibility. / 3714 Careless Driving,-80.0235763216963,40.4506553591428
2022-09-22,17,"Sylvania Ave & Estella Ave Pittsburgh, PA 15210",Beltzhoover,THEFT FROM AUTO,3934 Theft from Vehicle,-80.0004086187009,40.4174215067368
2022-09-23,0,"100 Block Virginia Ave Pittsburgh, PA 15211",Mount Washington,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,-80.0073760146438,40.4294831107355
2022-09-23,3,"5100 Block Columbo St Pittsburgh, PA 15224",Garfield,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304 Criminal Mischief.,-79.9402687476206,40.4702788907497
2022-09-23,4,"1600 Block Crucible St Pittsburgh, PA 15220",Crafton Heights,THEFT FROM AUTO,3934 Theft from Vehicle,-80.0517211557198,40.4474571296139
2022-09-23,8,"600 Block 1st Ave Pittsburgh, PA 15219",Troy Hill,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9960409452176,40.4350395659105
2022-09-22,3,"30 Block Roselle Ct Pittsburgh, PA 15207",Central Business District,TERRORISTIC THREATS,"2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",-79.9320327990836,40.4069788024447
2022-09-23,13,"500 Block Indus St Pittsburgh, PA 15207",Hazelwood,99,9993 PFA Service with Weapons Supplement,,
2022-09-18,2,"600 Block 1st Ave Pittsburgh, PA 15219",Central Business District,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9960409452176,40.4350395659105
2022-09-19,13,"100 Block Solar St Pittsburgh, PA 15212",Spring Hill-City View,99,9994 PFA Service,-79.9953491539239,40.4630169671107
2022-09-19,15,"2400 Block Perrysville Ave Pittsburgh, PA 15214",Perry South,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,,
2022-09-20,4,"Crucible St & Woodlow St Pittsburgh, PA 15205",Crafton Heights,CRIM MISCHIEF,3304 Criminal Mischief. / 3301 Arson ,-80.0510509293571,40.4470629488976
2022-09-21,23,"7400 Block Frankstown Ave Pittsburgh, PA 15208",Homewood North,AGG-ASSAULT,2702 Aggravated Assault.,-79.8918740327584,40.4563851569135
2022-09-21,10,"Waterside Pl Pittsburgh, PA 15222",Troy Hill,HARRASSMENT,2709 Harassment (Non-Specific),-79.9791721181412,40.4623919147889
2022-09-21,9,"2700 Block 5th Ave Pittsburgh, PA 15213",West Oakland,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-79.9654177723832,40.4376862118484
2022-09-20,17,"100 Block 16th St Pittsburgh, PA 15222",Strip District,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304 Criminal Mischief.,-79.9830148271228,40.4284483597115
2022-09-22,15,"300 Block S 9th St Pittsburgh, PA 15203",South Side Flats,AIDED CASE,9497 Aided Case,-79.9898778029463,40.4302739266154
2022-09-27,14,"7500 Block Meade St Pittsburgh, PA 15208",Point Breeze North,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),-79.8949529395563,40.4481474041843
2022-09-28,1,"500 Block Smithfield St Pittsburgh, PA 15222",Central Business District,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,-79.9981194717119,40.4403400419921
2022-09-28,0,"Liberty Ave & Market Ter Pittsburgh, PA 15222",Central Business District,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),-80.0017977129819,40.4419317468602
2022-09-28,3,"Liberty Ave & Market Trwy Pittsburgh, PA 15222",Central Business District,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,-80.0017977129819,40.4419317468602
2022-09-15,14,"2000 Block Centre Ave Pittsburgh, PA 15219",Crawford-Roberts,99,9994 PFA Service,-79.9799824053927,40.4435889103074
2022-09-16,15,"400 Block Baldwin Rd Pittsburgh, PA 15207",Hays,THEFT,3934 Theft from Vehicle / 3921 Theft by Unlawful Taking or Disposition.,-79.9326212396457,40.387588048056
2022-09-15,8,"200 Block S Richland Ln Pittsburgh, PA 15221",Point Breeze,THEFT FROM AUTO,3934 Theft from Vehicle,-79.8974339176885,40.4467050523783
2022-09-19,18,"50 Block Carrick Ave Pittsburgh, PA 15210",Carrick,AIDED CASE,9497 Aided Case,-79.9823790579746,40.388760860011
2022-09-23,15,"2100 Block Mission St Pittsburgh, PA 15203",South Side Slopes,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,-79.9754016998047,40.422786474134
2022-09-23,18,"1600 Block Arnold St Pittsburgh, PA 15205",Crafton Heights,99,9999 9999 - (Misc. Incident): ,-80.0541183608733,40.4416253591954
2022-09-23,17,"Lorenz Ave Pittsburgh, PA 15220",Elliott,FOUND PROPERTY,9489 Found Property,-80.0397650589811,40.4448365115282
2022-09-20,17,"1700 Block Mc Cullough St Pittsburgh, PA 15212",California-Kirkbride,99,9999 9999 - (Misc. Incident): ,-80.0169485454975,40.4592380967584
2022-09-18,2,"600 Block 1st Ave Pittsburgh, PA 15213",Central Business District,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9960409452176,40.4350395659105
2022-09-23,17,"300 Block Four Mile Run Rd Pittsburgh, PA 15207",Greenfield,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,,
2022-09-24,8,"2400 Block Bracey Dr Pittsburgh, PA 15221",East Hills,CRIM MISCHIEF,3304 Criminal Mischief.,,
2022-09-24,17,"Jancey St & Vetter St Pittsburgh, PA 15206",Morningside,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 13(a)(32) Paraphernalia - Use or Possession / 3731 Driving Under Influence of Alcohol or Controlled Substance / 3111 Obedience to Traffic-Control Devices. / 627.02(b)(i) Possessing a small amount of marijuana,-79.9292162978268,40.4810357483656
2022-09-20,7,"Reedsdale St & Allegheny Ave Pittsburgh, PA 15233",Chateau,SIMPLE ASSAULT,2701 Simple Assault.,-80.0178291521099,40.4480450255399
2022-09-21,13,"7th St & Penn Ave Pittsburgh, PA 15222",Central Business District,SIMPLE ASSAULT,2701 Simple Assault.,-80.000262668607,40.44323848827
2022-09-16,22,"5000 Block Kincaid St Pittsburgh, PA 15224",Garfield,AGG-ASSAULT,2702 Aggravated Assault.,-79.9435311470841,40.4673605884872
2022-09-23,2,"Saw Mill Run Blvd & Crane Ave Pittsburgh, PA 15226",Mount Washington,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,-80.0145843460984,40.4170990738553
2022-09-08,17,"1400 Block Duffield St Pittsburgh, PA 15206",Morningside,CRIM MISCHIEF,3304 Criminal Mischief.,-79.9310283261919,40.4817238809391
2022-09-18,12,"900 Block Freeport Rd Pittsburgh, PA 15238",Lincoln-Lemington-Belmar,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,-79.8923529450752,40.4861185015656
2022-09-21,23,"5700 Block Wilkins Ave Pittsburgh, PA 15217",Squirrel Hill North,IDENTITY THEFT,4120 Identity Theft,-79.9258191058661,40.4437953111542
2022-09-23,10,"400 Block Lloyd St Pittsburgh, PA 15208",Point Breeze,LOST PROPERTY,9504 Lost Property,-79.9068969167255,40.4476466479177
2022-09-23,10,"6600 Block Wilkins Ave Pittsburgh, PA 15217",Point Breeze,THEFT BY DECEPTION,3922 Theft by Deception. / 4107 Deceptive Business Practices. / 517.8 Home Improvement Fraud,,
2022-09-23,11,"Emlin St & East St Pittsburgh, PA 15212",East Allegheny,99,9998 Overdose Other,-79.9980015548596,40.4544129279037
2022-09-29,7,"700 Block Doolittle St Pittsburgh, PA 15205",East Carnegie,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief. / 9093 Indirect Criminal Contempt / 2709(b) Stalking / 2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours,,
2022-09-29,8,"Nash St & Virgin Way Pittsburgh, PA 15212",East Allegheny,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 901 Criminal Attempt,-79.9981437500864,40.4536104278092
2022-09-30,2,"S 14th St & E Carson St Pittsburgh, PA 15203",South Side Flats,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING",-79.9841490514312,40.42880715024
